SCHOOL,AGE,HOURPAY
17,49,6.5700002
22,47,14.42
10,34,7.25
11,28,5.1700001
10,43,7.8400002
11,44,25.639999
17,46,13.75
11,46,29.799999
11,37,8.1099997
12,60,7.21
13,58,7.8600001
11,48,10.5
16,32,7.4899998
16,31,19.23
12,38,28.23
16,39,32.040001
11,51,8.6099997
11,48,10.13
12,19,6.1300001
10,56,6.7600002
31,62,27.33
10,59,6.3000002
13,53,13.79
11,58,9.3400002
11,40,9.4799995
13,19,2.4000001
16,42,21.969999
16,30,10.87
14,58,15.73
11,56,12.38
11,58,12.8
13,40,16.950001
13,53,10.26
13,33,20.200001
11,46,11.54
11,48,5.2600002
18,50,20.83
12,58,7.4000001
18,25,5.7800002
12,33,120.19
16,32,15.32
10,63,10.4
11,59,7.5
11,67,10.11
13,43,11.97
16,32,16.83
11,45,14.88
12,45,7.3800001
14,19,7.3600001
16,40,12.31
14,47,5.8200002
15,63,6.6700001
10,58,11.54
10,59,8.21
18,48,21.84
11,48,7.4099998
11,48,9.5799999
13,46,19.629999
12,53,10.49
19,47,18.709999
11,56,7.4899998
13,19,3.3
9,65,11.63
12,54,6.0500002
11,30,6.1399999
11,48,26.379999
12,53,7.3299999
17,60,10.03
18,52,33.66
13,28,7.5700002
11,29,9.0699997
11,50,14.54
11,41,13.51
14,36,11.3
17,35,6.2199998
13,46,17.57
17,32,17.620001
13,33,15.43
16,29,13.29
15,29,18.209999
10,59,18.379999
10,63,6.9000001
12,24,8.6499996
12,25,6.6700001
11,54,3.8499999
11,54,7.3800001
18,35,12.56
16,52,9.8699999
21,29,16.77
16,33,3.3800001
11,35,20.24
11,49,5.7800002
10,41,6.9000001
24,51,20.5
14,37,6.25
18,39,17.709999
17,35,12.23
16,39,24.049999
17,37,6.4200001
11,57,13.33
12,58,17.610001
16,51,5.5599999
16,24,8.6099997
13,43,15.38
12,44,12.66
10,63,8.79
21,39,17.299999
11,37,9.96
10,60,10.05
18,41,62.380001
13,68,4
10,62,6.6700001
10,58,8.75
13,27,3.0699999
11,44,26
18,24,13.86
12,35,10.79
11,55,13.7
11,39,17.09
11,39,24.049999
12,53,8.8500004
11,53,16.83
12,25,9.6099997
15,23,7.4499998
11,55,26.84
11,52,12.83
17,59,19.219999
12,57,13.29
13,41,38.450001
11,39,4.4200001
12,55,8
11,59,8.1099997
11,59,14.64
16,50,17.700001
18,24,14.24
18,24,9.6000004
14,34,10.26
11,41,15.88
11,25,18.209999
18,29,12.83
17,32,7.7800002
14,31,15.68
21,45,20.24
13,52,24.290001
12,50,8.5900002
17,43,17.950001
11,28,6.8200002
10,59,8.9700003
11,30,10.85
18,30,17.549999
12,50,9.6000004
13,22,5.1599998
13,32,18.92
12,29,9.2299995
9,66,7.8600001
13,56,9
17,41,18.200001
16,39,27.68
17,54,14.96
11,47,7.8600001
11,59,9.4200001
17,42,25.32
19,30,8.5799999
17,31,9.3800001
10,62,9.1999998
16,39,35.419998
16,63,25.629999
11,22,7.1399999
17,39,5.8000002
18,59,4.8099999
15,59,6.25
16,27,14.58
16,22,10.94
13,28,17.030001
13,27,25.49
20,55,20.24
11,28,6.8400002
12,20,6.4000001
16,22,8.5699997
18,34,14.9
12,56,15.82
13,48,19.540001
11,29,7.3299999
11,50,7.3000002
11,60,7.77
17,50,41.200001
11,42,18.190001
13,19,4.9499998
13,25,10.15
13,43,13.76
11,25,8.6000004
20,43,18.360001
15,60,16.450001
12,59,16.49
11,50,9.1199999
14,32,20.24
14,29,12.2
11,53,11.3
13,37,11.54
18,40,29.969999
17,39,26.370001
16,58,21.870001
18,35,16.83
11,45,8.3299999
10,62,10.27
16,37,27.780001
14,46,26.66
10,38,15.58
10,59,12.63
10,26,6.1599998
11,36,5.1100001
11,45,17.57
11,47,4.8000002
13,42,21.17
11,62,8.3800001
11,59,9.6000004
11,49,11.87
16,34,17.110001
18,32,15.18
12,47,25.85
11,49,16.49
11,55,7.3000002
11,59,15.77
11,60,6.9299998
11,49,21.540001
11,45,5.79
13,21,6.8499999
12,32,15.79
11,55,6.1700001
17,35,23.84
16,31,20.610001
11,70,18.48
19,32,14.86
18,25,10.65
13,56,18.99
12,51,14.68
13,25,8.6899996
14,23,5.98
11,49,5.4899998
11,26,10.13
13,34,8.2600002
11,49,11.19
11,50,11.58
11,21,12.49
11,53,9.3000002
14,45,24.709999
12,35,8.6099997
10,53,9.3599997
12,18,2.6300001
11,24,6.73
11,27,7.6900001
11,66,7.71
10,66,6.9200001
10,57,6.6700001
11,52,7.5999999
11,27,5.7600002
15,41,15.56
19,39,6.5799999
11,60,8.7600002
11,53,7.21
10,59,7.2199998
10,56,9.6099997
10,57,7.6999998
16,33,8.5699997
11,32,12.83
16,48,23.07
15,53,26.9
11,45,7.1399999
13,48,26.370001
11,65,9.8900003
17,30,6.4200001
10,44,20.24
11,58,23.790001
17,36,9.1999998
17,37,26.4
11,60,12.03
19,30,14.9
12,53,7.8499999
20,37,19.23
11,38,9.2799997
11,38,33.84
14,33,8.6700001
13,23,5.5500002
13,57,22.16
13,54,19.24
11,52,7.4400001
9,27,6
11,58,12.63
11,38,7.9499998
11,29,8.2399998
14,38,8.5699997
15,36,9.3800001
13,44,21.84
13,44,24.48
11,44,19.24
11,46,32.970001
17,33,31.73
11,29,6
10,41,6.25
18,42,41.02
16,38,24.040001
16,60,24.219999
16,43,37.950001
11,49,8.3299999
13,20,6
16,24,12.33
16,44,28.59
11,44,10
13,32,6.5
10,57,10.1
11,55,6.5
13,37,6.25
11,47,12.17
12,18,4.0799999
15,37,9.6199999
13,24,15.68
14,29,8.8299999
13,43,11
11,58,6.75
17,60,15.85
16,59,45.549999
14,31,14.35
12,61,12.35
12,58,12.66
11,29,6.5799999
15,36,7.3800001
16,32,15.94
10,62,11.32
17,56,4.6900001
13,52,16.15
17,58,23.92
11,58,12.83
11,20,4.9400001
13,61,28.57
12,59,10.81
13,20,15
11,50,16.620001
11,54,17.68
13,36,17.709999
13,39,21.629999
14,60,19
17,61,16.559999
17,68,168.25
11,60,16.709999
11,53,14.68
10,42,6.1799998
11,40,11.81
13,62,27.530001
16,30,12.16
17,52,15.4
11,32,9.04
11,32,6.25
11,47,5.9499998
13,44,9.3500004
14,58,19
17,50,19.43
20,43,50.610001
16,44,19.77
17,36,11.78
16,58,11.22
11,58,8.1099997
11,42,20.309999
13,49,20.309999
10,65,3.5699999
11,44,6.3099999
12,49,28.59
10,46,9.8599997
11,46,6.8400002
11,19,6
14,46,19.42
11,35,13.49
14,37,13.21
16,28,18.209999
14,51,32.16
11,58,26.07
10,61,19.25
10,57,10.13
18,52,25.950001
18,52,21.629999
12,53,10
13,61,13.92
13,50,23.07
13,49,28.59
11,47,6.71
19,61,17.860001
17,24,17.450001
25,52,33.889999
17,47,16.450001
10,57,8.1499996
13,52,10.68
13,35,7
18,32,28.85
22,35,12.59
11,29,7.4400001
11,24,11.54
13,23,9.3299999
10,27,5.75
11,34,10.93
11,39,19.23
17,38,21.389999
11,51,15.39
11,45,17
11,45,16.15
23,43,17.74
12,23,6
12,25,10.32
11,55,16.129999
16,41,41.5
16,38,13.71
21,53,20.65
19,53,13.74
17,30,13.7
18,31,10.92
12,34,6.2199998
11,36,10.7
12,44,21.629999
12,49,5
10,60,7.6900001
16,61,19.76
15,61,8.5699997
10,58,7.6300001
11,47,8.0799999
16,25,6.8600001
11,34,6.1999998
11,42,5.3000002
11,44,15.18
13,44,15.21
11,50,15.02
11,51,1.34
11,22,6.3800001
17,37,29.41
12,34,17.73
16,36,15.4
13,35,25.58
11,37,24.290001
16,41,52.740002
16,42,26
13,43,4.98
20,42,12.59
11,47,19.959999
11,45,7.8600001
11,49,9
18,56,15.03
17,39,24.709999
11,38,4.6399999
18,38,29.59
17,37,38.459999
13,49,34.610001
18,48,36.369999
11,51,3.8499999
11,51,13.51
11,26,11.3
12,53,11.22
12,49,15.73
12,45,22.700001
19,43,10.83
12,23,7.3400002
18,33,29.91
11,24,8.4700003
17,38,23.65
16,30,15.4
11,35,7
11,37,7.8299999
11,33,6.5
17,59,46.43
13,56,21.969999
11,41,14.6
14,38,10.1
11,36,14.42
18,36,20.440001
17,29,12.31
16,33,16.799999
17,39,27.540001
15,37,16.5
16,53,30.049999
11,35,8.5
14,34,12.7
13,32,11.54
16,31,17.48
16,31,19.219999
17,39,21.5
13,37,8.8699999
12,55,5.7800002
11,61,10.95
12,25,5.75
13,23,8.1300001
22,57,24.43
12,49,8.5200005
11,46,11.5
16,36,12.03
17,54,23.08
16,55,34.27
13,52,11.54
13,59,17.26
11,22,5.6700001
14,59,27.6
17,49,42.5
16,31,11
17,38,24.049999
11,47,6.9400001
16,33,29.76
11,50,9.1899996
11,53,9.4499998
11,35,5.9200001
15,34,13.78
13,29,13
11,50,8.4399996
11,53,9.2399998
14,23,8.0799999
13,22,8.8199997
13,31,5.4400001
17,35,8.5500002
20,48,34.130001
10,50,8.3699999
12,54,3.79
9,70,5.73
18,63,96.150002
14,26,7.6900001
11,34,4.3800001
10,63,5.5300002
12,45,8.1499996
12,44,17.299999
16,32,27.58
17,39,28.83
13,48,18.209999
11,63,6.6100001
11,59,11.03
12,48,25.950001
15,33,12.16
11,37,5.75
10,65,5.71
11,31,20.059999
11,49,7.5
11,45,8.7299995
12,57,8.2299995
19,42,15.86
14,60,18.940001
11,45,10
11,55,18.540001
11,41,24.709999
18,37,11.18
11,45,9.6800003
13,19,5.77
13,54,22.440001
11,19,18.200001
17,27,19.24
16,32,10.5
11,32,15.38
10,58,9.6099997
13,38,23.549999
12,41,16.25
16,61,11.55
12,58,7.7800002
10,61,11.79
17,32,7.0999999
16,23,11.29
11,53,6.6500001
11,53,8.6499996
12,56,7.5
10,43,11.34
11,60,6.6700001
13,40,6.3299999
11,41,6.1999998
11,46,21.299999
11,45,13.13
13,36,12.89
20,39,21.969999
14,35,9.0500002
17,44,13.66
11,49,8.3999996
10,45,8.4200001
12,44,12
12,39,5.77
17,36,14.8
16,35,10.81
27,62,11.25
10,62,1.08
16,31,17.93
11,41,9.3699999
14,50,11.96
23,47,8.3199997
11,63,8.9499998
13,57,16.18
16,37,9.25
11,45,23.790001
13,44,5.6300001
17,26,13.23
12,62,20.040001
12,52,21.969999
13,41,14.42
13,30,6.5999999
11,36,26.450001
18,28,11.47
16,55,12.63
19,28,19.23
10,48,10.69
11,61,8.8299999
12,43,16.629999
17,26,9.1800003
17,26,12.36
18,40,15.95
15,38,6.5700002
11,54,1.53
11,47,12.92
10,58,12.03
13,53,13.08
12,46,8.6499996
11,26,8.6499996
11,43,47.540001
11,48,9.3000002
11,28,4.4200001
11,27,15.38
16,28,11.55
11,61,5
11,46,15.38
11,40,7.0799999
11,17,2.8599999
14,46,11
12,32,13.46
11,60,27.49
10,59,8.25
12,48,21.15
13,30,3.1500001
17,37,11.08
13,57,8.8400002
17,42,18.76
16,43,10.95
20,58,12.16
16,59,9.1099997
11,55,14.03
11,46,10.5
11,38,6.3299999
18,44,13.11
13,56,17.860001
11,56,24.290001
12,52,7.5
16,56,20.200001
17,28,19.49
17,22,.5
13,36,12.89
17,44,22.889999
17,42,22.889999
17,29,15.68
13,42,9.8100004
11,55,9.3500004
11,53,6.0300002
17,22,8.3199997
14,37,7.6700001
11,30,8
11,27,9.5600004
12,46,9.2200003
13,39,18.280001
11,50,24.049999
17,24,10.71
13,41,18.799999
17,39,19.24
16,53,10.92
11,59,7.9000001
13,47,18.82
13,46,15.43
14,33,13
16,30,15.94
11,66,14.4
11,41,12.81
11,44,13.11
11,22,9.6300001
14,22,5.8600001
12,31,5.4000001
15,29,7.9299998
12,45,24.709999
10,58,10.71
13,42,23.09
11,53,22.76
17,25,11.63
11,65,46.709999
17,39,20.5
11,50,13.16
11,36,8.3800001
16,54,18.33
17,55,51.459999
14,32,17.299999
13,31,21.629999
11,48,6.1500001
11,41,7.8600001
14,39,14.13
10,47,14.23
19,50,23.549999
11,26,10.58
13,26,32.889999
16,38,5.9400001
10,37,3.78
13,21,5.8000002
10,64,6.9200001
14,61,6.8400002
21,47,26
17,39,20.24
11,34,9.46
11,31,6
13,43,3.8800001
20,41,10.41
13,20,7.9699998
16,31,16.49
16,37,13.95
14,28,6.2600002
15,28,7.29
18,40,34.599998
10,60,8.8900003
11,58,7.1199999
13,49,30.23
13,45,24.709999
13,45,11.68
11,40,5.8800001
15,40,12.84
14,39,14.16
16,50,16.030001
18,61,26.32
13,47,30.370001
11,47,17.709999
9,57,7.9099998
11,52,6.96
11,58,9.3500004
14,47,6.3000002
11,47,6.3299999
19,49,20.200001
12,65,23.51
13,65,33.5
13,35,22
12,52,6.9000001
10,59,8.0699997
13,26,6.6300001
14,23,7.1999998
11,23,6
11,33,10.43
11,38,7.54
10,67,5.3099999
17,38,23.629999
17,30,19.77
10,39,4
11,55,10.73
11,55,6.9400001
14,34,13.13
16,35,14.3
9,40,14.22
18,32,17.969999
11,34,14.94
12,52,10.73
19,43,10.27
10,62,21.299999
11,33,9.1300001
12,33,13
11,25,9.6099997
16,41,30.23
16,44,28.59
19,27,7.5900002
11,43,9.4799995
18,53,3.8499999
17,52,3.8499999
10,46,11.84
10,42,5.5300002
12,17,3.0799999
11,59,9.6199999
13,57,15.68
11,38,12.68
13,36,12.49
10,59,6.9099998
11,60,10.33
10,57,6.3299999
12,35,7.8499999
16,49,34.599998
16,51,24.290001
17,30,13.79
13,46,11.67
11,45,8
11,34,19.26
10,51,12.96
12,65,19.24
14,64,48.080002
11,55,10.26
11,57,12.41
11,62,11.78
11,32,17.209999
17,33,11.54
12,30,10.9
13,29,17.879999
10,52,14.1
11,49,9.6999998
13,23,7.4899998
13,20,7.3699999
11,49,10.26
10,54,7.6900001
11,59,4.0599999
11,54,8.6099997
12,31,12.16
12,51,15.86
11,47,10.45
16,22,12.39
23,29,9.2299995
19,34,7.6999998
16,34,21.379999
13,37,13
11,41,80.919998
12,41,12.82
13,35,8.5
16,48,20.139999
14,49,19.23
16,39,15.59
16,29,13.17
14,32,12.66
15,34,4.8000002
13,52,6.5999999
11,44,8.21
11,43,25.48
13,18,7.4299998
11,50,7.5
11,36,21.26
11,38,18.209999
11,35,6.48
11,47,51.93
12,54,10.1
11,57,11.2
11,36,11.44
12,38,6.8699999
12,53,8
13,51,8.8400002
22,55,19.23
13,64,10.17
11,59,41.57
11,30,5.5999999
11,55,7.9299998
11,40,19.639999
17,40,11.55
11,45,6.96
11,43,8.8199997
14,47,11.82
11,58,16.790001
17,34,5.9099998
11,40,7.3899999
19,40,9.3800001
11,49,11.32
13,31,8.6499996
11,51,14.16
17,35,19.23
13,47,12.16
11,50,7.8800001
11,47,10.23
16,27,13.16
12,23,8.1099997
13,53,13.95
16,52,11.87
16,51,16.389999
17,34,17.41
17,34,18.280001
11,60,7.9099998
17,40,21.629999
13,47,46.16
12,46,14.83
16,36,23.09
14,50,19.25
12,55,14.38
13,49,18.26
16,55,8
17,26,7.6999998
20,27,6.73
10,45,13.16
11,43,6.2800002
11,52,10.81
12,20,5.7800002
18,39,28.049999
10,62,8.6700001
11,40,10.03
13,52,9.3800001
16,43,16.110001
12,66,12.66
10,61,5.8299999
18,51,35.630001
17,55,34.18
13,60,11.3
13,49,7.6900001
13,38,12.66
16,30,7
11,40,19.24
18,44,18.139999
16,44,12.36
12,58,8.54
13,66,23.4
16,49,17.32
14,28,5.8200002
11,48,6.5
12,18,2.8900001
16,22,9.3299999
11,31,7.4299998
11,33,20.74
20,31,16.59
18,31,21.860001
11,52,12.03
11,35,12
11,21,4.1100001
17,32,10.27
16,41,16.110001
11,42,11.43
12,51,8.5900002
16,56,27.82
16,46,18.469999
13,32,10
12,55,13.45
11,55,12.49
16,41,5.5
13,45,5.7800002
16,56,13.22
12,48,7.4400001
11,18,6.6700001
17,36,26.57
18,37,24.370001
13,57,16.75
11,52,5.8000002
11,58,10.68
11,52,10.43
11,25,6.2399998
11,40,6.5
11,51,8.4300003
11,45,8.4300003
15,46,31.540001
11,53,16.700001
10,25,5.21
14,39,7.4299998
14,38,9.6099997
11,46,11.43
16,66,7.5
12,25,6.4699998
10,53,15
10,64,9.54
11,44,13.37
16,34,3.73
13,33,13.31
13,43,9.4499998
13,43,19.65
12,33,6
12,31,6.25
11,25,6.25
14,48,20.68
11,45,19.24
11,45,10.41
17,29,19.290001
19,26,9.0500002
11,61,34.959999
16,26,12.5
11,33,3.75
10,31,5.5599999
19,28,13.74
11,49,6.6900001
17,27,12.66
16,39,10.49
16,25,9.6300001
14,31,6.5100002
13,25,10.13
17,40,25.34
17,41,9.6300001
18,48,10.11
12,21,9.46
14,28,12.16
17,30,5.1300001
11,38,9.6400003
16,55,20.24
11,46,25
16,47,25.32
19,40,15.08
10,41,6.1900001
12,27,7.0300002
10,62,19.83
16,29,9.5299997
11,30,15
16,29,11.68
11,62,11.53
16,62,10.92
13,30,7.29
13,45,25.629999
13,50,96.129997
10,40,7.6700001
11,61,7.3600001
11,49,6.0799999
14,28,7.3000002
18,60,32.389999
19,59,48.080002
16,32,19.77
16,34,16.620001
10,60,9
15,47,17.08
10,47,11.53
12,47,32.040001
17,42,11
17,43,33.650002
16,63,12.28
10,62,16.35
12,29,8.8400002
16,30,25.32
18,30,30.77
11,42,8.6499996
18,31,14.88
11,54,18.450001
11,50,14.4
11,27,8.9300003
13,22,7.4899998
13,24,6.3000002
12,29,9.9499998
11,41,4.6199999
13,34,8.8199997
17,44,19.23
19,41,8.5
13,65,23.08
11,46,17.290001
11,52,7.5599999
15,50,17.309999
8,48,2.6199999
18,29,7.8600001
17,25,7.8600001
12,47,7.4699998
16,28,14.51
18,27,8.8900003
17,44,55.279999
11,44,7.5799999
18,60,23.379999
17,31,14.16
11,61,18.459999
20,35,6.1100001
11,33,6.0500002
12,52,10
18,25,15.03
11,20,5.8099999
12,27,8.1300001
19,45,16
11,54,11.9
11,53,16.83
13,26,8.1400003
11,59,6.29
11,48,20.5
13,56,10
10,63,11.85
14,25,7.9499998
18,29,12.66
19,30,9.8400002
11,57,.85000002
12,44,8.4200001
11,56,3.4300001
11,39,15.59
18,37,19.24
12,62,17.82
11,44,15.95
12,39,17.26
13,43,3
12,32,22.049999
16,66,12.81
16,66,4.6700001
11,47,16.110001
14,25,10.87
11,34,10.27
9,56,14.6
13,51,9.8400002
11,25,2.3900001
11,34,7.1999998
11,50,8.6499996
10,57,15.94
12,55,8.2200003
12,55,6.8400002
13,44,11.02
11,40,7.5
11,41,15.38
10,63,7.79
11,59,16.110001
11,41,17.709999
11,43,6.73
11,19,6.4299998
11,57,7.1399999
11,38,8.9700003
16,48,19.23
17,42,19.629999
11,33,4.8000002
16,31,13.46
13,36,25.32
13,37,10.59
11,47,11.14
17,45,18.4
13,45,10.13
13,27,6.3600001
15,33,17.16
11,28,8.1899996
11,51,29.110001
11,57,5.3000002
16,61,8
11,46,29
13,44,11.13
12,39,5.4099998
12,18,1.91
18,37,17.790001
14,28,7.8099999
11,45,9.3800001
11,22,11
11,20,6.6599998
11,50,6.77
11,34,9.1700001
11,46,7.9400001
13,47,33.889999
14,35,6.4400001
22,37,6.9699998
13,55,8.5
13,47,13.16
16,41,19.26
15,38,13.11
11,52,13.13
15,53,19.780001
17,23,10.33
13,45,42.860001
11,47,6.25
11,21,8.8900003
17,34,19.23
16,40,19.77
18,31,17.299999
18,32,19.91
21,65,22.08
13,30,12.03
10,44,6.0799999
11,65,10
13,69,13.45
17,27,27.879999
17,27,12.75
17,58,37
11,54,8.8000002
11,52,11.57
17,22,12.98
17,36,28.049999
16,47,21.629999
16,47,19.23
16,38,20.200001
11,43,11.9
11,54,10.33
14,32,13.37
16,45,41.200001
15,21,8
17,63,15.38
13,42,5.5599999
11,16,2.3599999
16,36,3.3299999
11,57,12.03
13,55,8.9700003
12,54,13.43
17,69,6.96
11,55,7.6599998
11,55,7.0599999
11,48,11.22
11,51,6.52
19,54,21.5
16,21,12.66
10,66,6.0799999
11,37,17.049999
11,18,8.6499996
16,33,12.75
11,40,15.15
11,39,15.59
11,19,5.2600002
16,48,21.360001
17,24,29.6
13,38,18.209999
11,33,15.88
10,59,7
13,29,15.18
9,45,6.6700001
13,19,5.29
16,48,32.119999
17,48,25
15,34,11.05
12,34,5.4899998
16,39,10
17,39,17.299999
10,58,9.0799999
22,41,22.26
16,39,21.15
13,55,16.49
20,41,30.82
20,41,40.360001
10,56,10.9
17,55,20.43
14,31,16.25
15,21,16.25
10,58,6.29
13,22,2.3
25,51,11.16
11,55,12.63
16,32,24.43
16,32,21.299999
9,35,7.25
12,33,16.42
16,30,15.18
10,59,9.7600002
11,44,16.83
10,66,7.1199999
11,33,18.75
11,50,8.5600004
10,52,7.9499998
13,48,10.82
13,55,3.8499999
15,50,27.84
11,43,10.21
11,50,8.1000004
16,52,18.280001
14,47,12.82
16,29,20.200001
16,29,13.95
11,44,3.8499999
17,50,8.5
16,49,34.919998
10,69,10
11,48,8.6499996
13,28,10.22
19,27,13
17,30,9.6300001
13,46,6.1300001
13,21,3.1300001
10,58,9.2700005
16,39,9.6199999
13,33,7.8299999
13,45,12.03
11,46,3.4000001
12,60,16.07
18,36,7
19,40,15.56
11,44,15.18
14,57,13.22
16,26,7.1900001
17,23,14.57
10,44,11.13
11,20,9.3299999
17,29,12.03
11,53,8.6899996
11,52,16.969999
11,21,13.81
17,36,16.27
16,38,14.29
17,67,2.02
16,68,12.13
13,40,2.4000001
13,42,6
18,39,26.4
11,42,19.950001
11,17,2
10,58,11.67
12,25,6.4099998
13,30,7.0999999
17,50,12.76
11,19,5.71
11,17,2.6700001
12,45,10.86
13,26,8.6700001
13,22,5.3000002
24,61,40.470001
14,46,21.299999
19,57,24.709999
16,21,5.4899998
12,48,10.14
11,45,48.080002
11,41,7.4299998
17,53,15.39
11,41,10.1
16,44,16.950001
12,22,7.1900001
11,48,8.8900003
13,62,11.36
11,64,14
11,59,8.21
10,43,13
11,38,13.85
12,42,10.1
12,53,11.95
11,44,14
18,43,6.5999999
10,57,7.8299999
11,58,8.4700003
13,50,8.3299999
11,42,9.6099997
11,60,8.8699999
11,55,5.9699998
16,62,10.21
15,26,9.5299997
13,27,6.2399998
11,46,27.030001
11,41,6.25
19,45,52.130001
11,35,7.7399998
17,39,37.43
11,55,12.17
11,66,29
22,33,24.030001
11,60,10.92
12,57,16.030001
12,28,7.1999998
6,39,4.1700001
12,47,11.43
12,48,20.68
11,22,14.03
12,19,7.27
16,46,37.950001
13,37,9.8900003
11,47,17
11,27,9.3800001
16,45,25.639999
13,44,15.18
11,60,6.5999999
11,55,7.8099999
11,28,17.98
16,29,14.9
11,50,16.49
18,43,17.209999
17,48,19.76
12,41,13.56
17,54,25.82
12,37,15.05
13,30,11.72
15,36,6.8400002
17,22,6.5999999
16,30,8.6099997
10,63,10.95
10,67,7.4699998
10,54,6.5300002
16,41,17.57
16,41,10.92
13,54,10.77
13,54,8.1000004
17,40,19.23
12,53,16.84
12,38,14.26
11,40,10.27
11,39,12.92
13,47,11.54
17,27,8.8699999
11,30,7.4299998
11,55,7.3600001
10,63,10.63
11,48,12.09
11,47,9.8699999
11,48,9.8699999
12,38,12.36
11,49,21.15
12,57,8.4300003
11,29,7.79
17,25,10.82
11,33,5.4499998
13,32,12.5
18,30,21.26
13,26,8.7299995
11,38,5.8699999
11,51,15.88
11,22,7.5799999
19,57,10.13
13,55,9.4499998
13,56,11.53
12,28,15
13,30,5.9400001
11,50,10.77
11,46,16.030001
16,27,9.8900003
11,30,12.63
11,41,12.63
11,41,9.25
10,56,18.139999
15,51,56.25
18,39,17.41
12,44,23.209999
14,36,13.81
11,44,9.46
11,16,6.25
12,48,8.79
17,49,20.24
11,22,12.5
11,40,12.5
17,30,14.16
11,48,12.98
11,42,8.5600004
14,49,10.81
10,49,9.1400003
12,45,7.8600001
17,36,9.6800003
11,26,9.9700003
12,26,6.7199998
18,42,25.24
16,25,9.6099997
16,58,18.690001
11,42,7.21
19,32,22.219999
19,30,4.8000002
11,64,8
10,68,6.25
26,40,21.15
23,36,3.29
11,48,21.4
16,26,6.73
20,32,10.68
18,30,8.7299995
16,40,28.85
11,57,6.4000001
13,18,6.25
19,36,19
17,30,19.74
11,55,9.7299995
11,54,8.1099997
13,46,7.2600002
16,25,8.7299995
16,23,6.8600001
15,22,11.05
13,33,19
18,30,21.629999
11,48,14.17
10,47,19.24
11,43,6.75
17,37,14.82
17,46,27.700001
16,39,30.370001
11,54,28.59
13,48,9.1099997
12,46,12.51
12,42,7.5500002
11,45,8.5600004
11,55,12.25
17,57,37.43
10,30,11.68
11,39,8.29
14,49,20.200001
13,58,10.53
18,24,6.3299999
13,19,7.8899999
11,47,23.790001
11,43,11.13
11,24,9.4499998
9,56,6.54
11,44,7.02
12,55,10.11
18,49,6.3499999
11,51,29.59
10,69,5.75
13,56,8.6800003
11,58,10.25
14,19,5.5
13,27,12.66
11,27,9.6300001
11,36,19.23
11,37,10.9
11,53,10.81
12,50,13.46
13,20,4.7800002
16,23,10.58
15,25,7.6399999
16,41,19.700001
13,40,9.1099997
11,27,10.66
13,47,74.43
20,45,4.1999998
17,40,9.7700005
17,40,23.540001
18,59,7.7800002
12,36,20.24
21,33,16.83
12,56,28.049999
18,27,5.9699998
19,33,6.5
11,53,6.6799998
14,47,16.83
16,34,40.470001
10,21,11.13
12,28,11.63
12,25,7.5799999
12,26,6.6700001
11,26,11.21
10,59,7.8400002
12,51,13.95
11,33,17.57
12,41,17.76
13,32,13.85
14,28,10.3
10,66,13.33
14,36,5.5599999
10,50,11.43
12,46,19.76
10,67,7
10,62,6.4899998
11,49,9.3699999
11,41,8.1300001
18,57,31.25
19,28,18.690001
12,58,10.54
10,57,5.25
12,41,17.68
13,46,14.44
15,50,37.630001
19,44,6.9400001
11,32,7.5799999
11,47,6.6700001
11,42,21.969999
10,60,8.2700005
11,52,6.6700001
25,41,7.0500002
11,46,1.53
14,44,11.6
13,20,6.5500002
12,52,12.66
14,58,10.5
18,28,2.4100001
11,55,10.13
13,51,21.26
18,63,11.9
13,59,11.9
10,43,7.6999998
11,57,5.75
11,45,6.6799998
12,46,47.049999
13,37,8.79
13,31,6.0599999
11,35,12.22
10,39,7.9099998
13,42,12.03
13,44,12.03
11,52,7
10,60,6.4099998
12,25,5.3000002
21,34,21.26
16,35,20.09
11,43,6.6399999
11,33,7.21
16,36,11.88
14,27,8.1999998
11,52,14.61
13,51,15.63
16,25,10.66
14,21,5.8400002
11,30,12.5
17,38,12.25
11,33,3.9200001
10,31,5.8099999
15,45,30.67
13,64,64.129997
16,21,6.0999999
16,58,19.790001
16,24,9.8599997
15,23,13.45
20,36,10.42
24,41,24.040001
17,28,17.49
16,27,24.620001
15,45,19.77
14,49,31.25
17,35,39.57
10,70,6.25
16,61,8.9399996
13,35,16.85
14,56,14.43
11,46,10.5
14,43,6.7600002
11,51,18.17
11,48,21.389999
13,47,26.719999
10,56,28.75
11,70,14.94
18,45,19.66
15,38,7.1900001
12,53,7
11,48,7.8899999
11,59,15.28
10,27,7.0300002
14,56,23.360001
13,46,12.16
13,47,15.18
13,45,14.54
14,48,20.209999
16,26,11.21
13,31,9.2299995
12,48,69
17,53,13.29
12,38,6.1300001
17,29,16.83
13,30,18.700001
17,47,30.129999
12,48,25.799999
11,47,8.6300001
10,61,5.8600001
11,43,15.49
11,31,9.4700003
11,51,11.63
17,25,12.5
11,60,15.5
17,36,22.76
16,36,15.68
18,33,10.41
11,40,12.28
16,39,18.860001
11,52,7.5500002
11,27,11.13
11,26,9.96
13,59,20.24
14,32,10.92
11,32,12.16
12,36,34.290001
16,37,17.09
11,31,9.6300001
12,66,12.13
13,54,11.43
11,27,13.63
16,39,16.110001
10,59,6.8800001
10,64,9.8699999
11,43,15.33
11,43,11
16,45,31.370001
13,44,13.66
16,22,9.1199999
